Bus Route Number,Source Location,Destination Location,Type of Bus,Time
8D,Tiruvallur,Cuddalore,Private,21:36
34D,Cuddalore,Karur,AC,19:07
83A,Salem,Perambalur,Government,07:27
96A,Madurai,Tiruvallur,AC,03:11
23B,Dindigul,Ariyalur,Government,01:52
9D,Nagercoil,Ramanathapuram,Express,22:07
40A,Dindigul,Tirunelveli,Private,12:50
68C,Tiruvannamalai,Nagapattinam,Non-AC,11:32
72C,Thanjavur,Ariyalur,AC,08:13
22B,Coimbatore,Kanchipuram,Private,19:24
33A,Namakkal,Madurai,Express,20:57
29A,Vellore,Sivakasi,Government,10:52
67B,Ramanathapuram,Sivakasi,Non-AC,06:36
63B,Thanjavur,Tiruchirappalli,Private,23:33
8D,Dindigul,Thoothukudi,Express,17:13
85A,Nagapattinam,Namakkal,AC,12:54
55D,Madurai,Tiruppur,Private,02:32
19A,Tiruppur,Dindigul,Non-AC,03:28
38D,Dindigul,Karur,AC,20:32
4D,Tirunelveli,Virudhunagar,AC,17:41
47D,Pudukkottai,Coimbatore,Non-AC,01:02
2C,Dindigul,Tiruppur,Government,14:55
48B,Vellore,Hosur,Non-AC,04:07
90B,Nagercoil,Kanchipuram,Government,09:13
64C,Thanjavur,Cuddalore,Express,21:15
45C,Karur,Pudukkottai,AC,23:36
10C,Perambalur,Tiruvannamalai,AC,13:23
25C,Tiruvallur,Chennai,AC,16:41
41C,Pudukkottai,Tiruppur,Non-AC,15:53
21A,Krishnagiri,Hosur,Government,04:55
26B,Pudukkottai,Krishnagiri,Private,10:11
65B,Karur,Erode,Non-AC,20:10
39D,Tiruvannamalai,Dindigul,Government,06:36
64A,Krishnagiri,Namakkal,Express,09:57
37B,Tiruvannamalai,Chennai,AC,14:58
80A,Vellore,Thoothukudi,AC,05:55
38C,Ariyalur,Hosur,Government,16:20
51B,Perambalur,Nagapattinam,Private,01:56
28D,Karur,Dindigul,Express,20:49
66C,Namakkal,Tiruvannamalai,Non-AC,00:39
81D,Kanchipuram,Tiruvannamalai,Non-AC,11:12
10C,Thanjavur,Dharmapuri,Non-AC,14:32
64D,Krishnagiri,Cuddalore,Express,12:54
5C,Cuddalore,Virudhunagar,Government,18:41
88C,Chennai,Kanchipuram,AC,13:31
49D,Tirunelveli,Tiruvannamalai,Express,08:51
45D,Tiruvallur,Chennai,Express,11:54
99D,Tiruvallur,Tiruvannamalai,Non-AC,21:36
99A,Dharmapuri,Krishnagiri,Private,23:33
65D,Dindigul,Kanchipuram,Express,07:15
41A,Tiruvallur,Dindigul,Non-AC,07:46
55A,Coimbatore,Ramanathapuram,Private,20:49
53D,Vellore,Salem,Private,22:31
54D,Coimbatore,Madurai,Government,05:43
76A,Tiruchirappalli,Thoothukudi,Express,06:23
79B,Tiruchirappalli,Tiruppur,Private,01:23
45C,Karur,Kanchipuram,Government,21:14
29C,Madurai,Sivakasi,AC,18:22
1B,Madurai,Tiruvannamalai,Government,23:20
96B,Kanchipuram,Perambalur,Private,10:00
95B,Erode,Tiruvallur,Express,07:37
46D,Ariyalur,Chennai,Express,08:52
16D,Ramanathapuram,Vellore,Private,09:52
24B,Coimbatore,Erode,Government,01:09
20D,Nagercoil,Virudhunagar,Government,23:22
35B,Tiruvannamalai,Tiruvallur,Non-AC,12:39
66A,Virudhunagar,Tiruppur,Express,00:33
18C,Nagercoil,Namakkal,Express,04:20
12A,Nagapattinam,Pudukkottai,Government,21:27
34C,Salem,Chennai,Government,01:54
77B,Dharmapuri,Erode,Non-AC,00:45
45A,Tiruchirappalli,Sivakasi,AC,02:54
38C,Tiruchirappalli,Ariyalur,Express,04:06
90B,Tiruppur,Vellore,Non-AC,03:27
95A,Vellore,Cuddalore,Express,07:20
1A,Hosur,Pudukkottai,Government,13:25
97C,Ramanathapuram,Thanjavur,Express,10:16
7A,Tiruchirappalli,Ramanathapuram,Non-AC,06:58
92B,Coimbatore,Pudukkottai,Non-AC,22:30
30C,Sivakasi,Hosur,Express,01:25
83C,Thoothukudi,Krishnagiri,AC,08:51
64B,Thoothukudi,Dindigul,Express,14:57
58A,Virudhunagar,Cuddalore,Non-AC,08:34
89B,Thanjavur,Nagercoil,Government,05:58
64A,Tiruchirappalli,Hosur,Non-AC,11:51
80C,Erode,Dharmapuri,AC,23:09
77D,Tiruchirappalli,Nagercoil,Government,20:27
5A,Coimbatore,Virudhunagar,Government,14:20
43D,Madurai,Vellore,AC,02:20
21B,Krishnagiri,Pudukkottai,Express,03:15
96A,Virudhunagar,Nagapattinam,Express,12:52
11B,Vellore,Dindigul,Non-AC,02:33
43B,Perambalur,Coimbatore,Express,16:28
58A,Sivakasi,Dharmapuri,AC,04:31
52D,Tiruvallur,Virudhunagar,AC,19:29
83C,Cuddalore,Karur,AC,07:35
88C,Pudukkottai,Ramanathapuram,Express,05:20
2A,Virudhunagar,Coimbatore,AC,06:41
23C,Thanjavur,Ariyalur,Express,01:00
25D,Karur,Kanchipuram,Express,07:07
71A,Thanjavur,Sivakasi,AC,20:51
2B,Nagapattinam,Virudhunagar,Express,00:35
59D,Ariyalur,Karur,AC,05:35
76A,Kanchipuram,Krishnagiri,Express,00:37
48B,Tirunelveli,Thanjavur,Express,21:16
62D,Thanjavur,Dharmapuri,Express,13:24
63B,Salem,Namakkal,Express,17:02
86D,Erode,Karur,Express,22:27
32D,Pudukkottai,Sivakasi,AC,12:24
78B,Tiruvallur,Nagapattinam,AC,08:18
69C,Krishnagiri,Tiruchirappalli,Express,18:18
27B,Perambalur,Vellore,Government,04:51
29B,Nagapattinam,Hosur,Non-AC,23:46
18B,Dindigul,Coimbatore,Non-AC,11:18
20D,Tiruppur,Dharmapuri,Government,09:48
37C,Erode,Tiruvallur,AC,10:26
85A,Virudhunagar,Nagercoil,Express,10:28
8A,Kanchipuram,Hosur,Government,05:56
20A,Tiruchirappalli,Namakkal,Government,13:01
20C,Tiruchirappalli,Krishnagiri,Private,17:52
71D,Perambalur,Dindigul,Government,02:46
21B,Kanchipuram,Namakkal,Non-AC,04:21
31D,Chennai,Karur,Non-AC,03:20
61C,Tiruchirappalli,Ramanathapuram,Private,05:15
63A,Nagercoil,Tiruppur,Express,10:40
26B,Coimbatore,Krishnagiri,Private,10:45
50A,Madurai,Ramanathapuram,Government,11:12
29A,Hosur,Dharmapuri,Private,07:25
50B,Tiruppur,Erode,Non-AC,20:36
36A,Namakkal,Dindigul,AC,09:07
45A,Salem,Krishnagiri,Private,03:45
91D,Pudukkottai,Tirunelveli,Private,08:52
54D,Kanchipuram,Tiruppur,Express,15:42
35D,Ramanathapuram,Nagercoil,AC,07:43
89A,Namakkal,Pudukkottai,AC,00:00
97B,Dharmapuri,Karur,AC,17:04
81D,Coimbatore,Nagapattinam,Private,09:28
45C,Tiruvallur,Erode,AC,10:35
68C,Hosur,Namakkal,Government,18:48
32C,Madurai,Sivakasi,Government,13:17
12D,Ariyalur,Kanchipuram,Government,21:41
82A,Krishnagiri,Tiruvannamalai,Express,16:16
92D,Vellore,Krishnagiri,Private,22:14
74B,Salem,Virudhunagar,Express,23:26
90D,Pudukkottai,Tiruchirappalli,Non-AC,01:40
15D,Tiruvallur,Ariyalur,Private,07:49
21C,Dharmapuri,Nagapattinam,Private,22:32
53B,Virudhunagar,Erode,Private,14:53
66B,Tiruvannamalai,Pudukkottai,AC,12:59
21C,Thoothukudi,Nagercoil,Non-AC,20:34
86A,Krishnagiri,Sivakasi,Non-AC,05:59
89A,Ramanathapuram,Pudukkottai,AC,12:52
1D,Tiruchirappalli,Thanjavur,Government,19:01
14C,Perambalur,Ramanathapuram,Non-AC,09:35
89A,Tiruchirappalli,Ariyalur,AC,13:11
65C,Perambalur,Thoothukudi,AC,21:38
30D,Coimbatore,Ramanathapuram,AC,15:27
37C,Tirunelveli,Nagercoil,Express,18:45
57A,Virudhunagar,Nagapattinam,Private,03:28
7D,Erode,Perambalur,Express,23:43
32D,Tirunelveli,Nagapattinam,AC,15:42
40C,Nagercoil,Virudhunagar,Express,02:29
83C,Nagapattinam,Dharmapuri,Non-AC,02:56
38B,Tiruvallur,Thoothukudi,Non-AC,04:30
55A,Tiruchirappalli,Tiruvannamalai,Non-AC,23:42
77C,Tiruchirappalli,Dindigul,Private,18:44
74A,Nagapattinam,Tiruchirappalli,Government,22:38
54D,Dindigul,Ariyalur,Non-AC,22:23
29C,Tiruvallur,Tirunelveli,Government,14:24
53C,Virudhunagar,Vellore,Express,12:05
37B,Cuddalore,Tiruppur,Private,12:08
6B,Madurai,Kanchipuram,Government,04:55
92B,Namakkal,Tiruchirappalli,Non-AC,02:38
75C,Nagapattinam,Perambalur,AC,18:24
38B,Nagercoil,Hosur,Express,22:15
3B,Madurai,Perambalur,Government,15:15
24B,Tirunelveli,Thoothukudi,Non-AC,02:39
84D,Tiruppur,Hosur,Government,20:34
7D,Perambalur,Nagercoil,Private,16:50
65A,Perambalur,Tiruvallur,Express,15:49
54D,Nagapattinam,Ariyalur,AC,02:46
29B,Ramanathapuram,Coimbatore,Private,04:30
79C,Nagercoil,Tiruvallur,Private,08:44
63B,Nagapattinam,Pudukkottai,Government,08:05
51D,Thanjavur,Dindigul,Private,04:03
85C,Madurai,Krishnagiri,Government,16:59
27A,Vellore,Kanchipuram,Express,13:45
11B,Ariyalur,Tiruvallur,Non-AC,21:24
8C,Tiruvallur,Ariyalur,AC,02:34
28D,Ariyalur,Ramanathapuram,Private,04:38
31B,Dharmapuri,Namakkal,Private,04:40
43D,Dharmapuri,Tiruvannamalai,Express,02:08
11C,Chennai,Thoothukudi,Government,15:54
10A,Tiruppur,Coimbatore,Express,13:08
30B,Perambalur,Coimbatore,Express,16:26
66C,Dharmapuri,Tiruchirappalli,Express,02:27
90D,Hosur,Ariyalur,Government,14:16
16A,Tiruchirappalli,Madurai,Non-AC,06:04
31D,Kanchipuram,Tirunelveli,AC,08:01
87A,Vellore,Madurai,Private,13:32
16D,Tiruchirappalli,Tiruppur,Private,19:34
55A,Karur,Tiruvannamalai,Non-AC,18:29
29C,Thanjavur,Tiruvannamalai,Private,08:36
66A,Tiruvallur,Thoothukudi,AC,16:23
31C,Salem,Namakkal,Non-AC,21:36
9B,Karur,Thoothukudi,AC,10:07
91B,Tiruvallur,Perambalur,AC,07:36
3D,Kanchipuram,Ramanathapuram,Express,18:10
41C,Nagapattinam,Tiruvannamalai,Private,10:09
9A,Kanchipuram,Coimbatore,Private,06:08
1B,Hosur,Perambalur,AC,04:32
52D,Hosur,Ramanathapuram,Government,13:14
29B,Tirunelveli,Tiruppur,Express,09:34
18A,Tiruvannamalai,Thanjavur,Express,06:22
16D,Tiruppur,Chennai,AC,04:35
83D,Thoothukudi,Krishnagiri,Non-AC,10:39
77B,Namakkal,Pudukkottai,Non-AC,13:59
39C,Karur,Erode,Express,13:41
47A,Karur,Dharmapuri,Private,20:25
58C,Tiruppur,Pudukkottai,Non-AC,07:26
77C,Ramanathapuram,Dharmapuri,Non-AC,23:12
46B,Dindigul,Nagapattinam,AC,22:03
71B,Thanjavur,Tiruvannamalai,Non-AC,22:27
46C,Krishnagiri,Madurai,Private,00:13
69D,Chennai,Tiruvallur,Government,02:45
53D,Coimbatore,Ariyalur,Non-AC,02:17
4C,Salem,Dharmapuri,Government,01:29
41B,Erode,Dindigul,AC,23:03
64D,Virudhunagar,Perambalur,Non-AC,11:40
91D,Vellore,Ramanathapuram,Express,08:54
28A,Thoothukudi,Chennai,Government,10:48
18D,Nagapattinam,Perambalur,AC,22:56
41C,Chennai,Dharmapuri,AC,05:47
54C,Tirunelveli,Kanchipuram,Private,20:58
14D,Dindigul,Thoothukudi,AC,00:18
59B,Salem,Thoothukudi,AC,11:17
71D,Dharmapuri,Hosur,Government,15:32
40B,Erode,Karur,AC,11:24
59A,Vellore,Namakkal,Express,19:54
67A,Erode,Thanjavur,Non-AC,21:39
34D,Tiruppur,Thanjavur,Non-AC,22:58
12D,Thoothukudi,Kanchipuram,AC,22:05
94B,Coimbatore,Salem,Express,09:49
21A,Tiruvallur,Dindigul,Private,18:10
96A,Karur,Erode,Non-AC,20:03
20B,Nagercoil,Tiruppur,Government,02:56
62A,Krishnagiri,Perambalur,Government,05:14
19D,Hosur,Kanchipuram,Private,04:42
53B,Tiruppur,Nagercoil,Private,10:07
41B,Dharmapuri,Vellore,Private,14:13
27B,Namakkal,Ariyalur,AC,13:54
13A,Ramanathapuram,Virudhunagar,Government,17:10
89C,Tirunelveli,Vellore,AC,11:26
22A,Namakkal,Krishnagiri,Private,14:12
21A,Krishnagiri,Namakkal,Private,01:36
40A,Nagapattinam,Vellore,Non-AC,15:14
10D,Sivakasi,Nagercoil,Non-AC,12:49
81A,Ramanathapuram,Ariyalur,Government,06:08
80D,Dharmapuri,Nagercoil,Non-AC,13:23
70D,Tiruchirappalli,Krishnagiri,Non-AC,14:30
50C,Virudhunagar,Sivakasi,Private,00:34
29A,Karur,Ariyalur,AC,21:32
75B,Hosur,Nagapattinam,AC,13:12
67B,Ramanathapuram,Vellore,AC,14:36
27D,Tiruppur,Thoothukudi,Government,18:50
82C,Karur,Namakkal,Express,14:34
31D,Nagapattinam,Virudhunagar,Government,19:13
11C,Tiruppur,Tiruvallur,Private,21:25
42A,Dharmapuri,Chennai,Private,19:20
44C,Madurai,Karur,Non-AC,05:02
14C,Thanjavur,Ariyalur,Government,21:25
56A,Pudukkottai,Perambalur,Non-AC,02:54
46C,Erode,Tiruvannamalai,AC,17:09
39C,Virudhunagar,Sivakasi,Private,14:34
42C,Tiruppur,Tiruchirappalli,AC,18:14
70A,Thanjavur,Ramanathapuram,Government,17:32
44D,Salem,Ramanathapuram,AC,01:44
49B,Krishnagiri,Madurai,Non-AC,23:38
20D,Ariyalur,Erode,AC,17:40
50D,Ariyalur,Cuddalore,AC,01:16
74C,Thoothukudi,Tirunelveli,Express,02:09
50B,Hosur,Chennai,Non-AC,15:57
54B,Coimbatore,Virudhunagar,Government,09:38
34C,Nagercoil,Salem,AC,14:18
33C,Tiruppur,Ariyalur,Express,17:53
29C,Nagapattinam,Namakkal,AC,12:35
29B,Krishnagiri,Coimbatore,Private,09:33
92B,Madurai,Krishnagiri,Private,09:03
12A,Chennai,Tirunelveli,Non-AC,05:29
81B,Tirunelveli,Namakkal,AC,15:23
95C,Cuddalore,Tiruppur,Non-AC,22:45
34D,Virudhunagar,Tiruvannamalai,Private,13:42
68D,Tiruvallur,Karur,Express,02:48
80D,Thoothukudi,Kanchipuram,Non-AC,03:46
22A,Tiruvannamalai,Pudukkottai,Non-AC,17:05
62A,Dharmapuri,Tiruppur,AC,19:13
63C,Tiruvallur,Tiruvannamalai,Private,00:18
71D,Thanjavur,Pudukkottai,Express,04:43
77B,Karur,Vellore,Government,20:53
70A,Ariyalur,Vellore,AC,07:14
58A,Ramanathapuram,Ariyalur,Government,17:57
40C,Dindigul,Krishnagiri,Express,03:20
12C,Namakkal,Tirunelveli,Express,10:24
41C,Hosur,Coimbatore,Non-AC,02:03
49A,Tiruppur,Tiruchirappalli,Private,08:57
1B,Thanjavur,Tiruchirappalli,AC,21:31
21D,Perambalur,Ramanathapuram,Non-AC,11:17
7D,Ariyalur,Ramanathapuram,Express,04:13
60B,Hosur,Thoothukudi,AC,09:19
71D,Nagercoil,Nagapattinam,Private,02:00
26D,Madurai,Namakkal,Non-AC,14:07
57D,Salem,Tirunelveli,Private,05:43
33C,Ramanathapuram,Tiruchirappalli,Private,00:56
34A,Cuddalore,Ariyalur,Private,11:29
85D,Karur,Erode,Express,03:04
63A,Perambalur,Dindigul,Non-AC,23:55
5B,Nagercoil,Kanchipuram,Non-AC,02:14
21B,Virudhunagar,Tiruppur,Non-AC,06:50
8B,Dindigul,Coimbatore,AC,23:51
79B,Nagercoil,Thoothukudi,Government,18:34
98A,Pudukkottai,Vellore,Private,06:44
60A,Thanjavur,Perambalur,Express,01:45
37D,Sivakasi,Erode,Government,21:47
98D,Dindigul,Virudhunagar,Government,03:28
55D,Erode,Pudukkottai,AC,03:25
36C,Dharmapuri,Tiruchirappalli,AC,09:52
11C,Tiruppur,Karur,Private,02:57
43D,Coimbatore,Vellore,Express,22:50
47A,Thoothukudi,Madurai,Express,05:20
98A,Tirunelveli,Tiruvannamalai,Non-AC,12:04
74D,Perambalur,Nagapattinam,Non-AC,09:59
64C,Thanjavur,Sivakasi,Private,11:56
66C,Erode,Nagapattinam,Private,02:45
16C,Tirunelveli,Coimbatore,Government,01:03
67C,Nagapattinam,Sivakasi,Government,08:04
13A,Tiruvallur,Ramanathapuram,Non-AC,22:35
29C,Vellore,Tirunelveli,Government,01:29
30C,Namakkal,Pudukkottai,Private,07:52
21C,Karur,Tiruppur,Non-AC,23:36
2C,Salem,Tiruvallur,Non-AC,06:10
83B,Virudhunagar,Vellore,Non-AC,15:41
1C,Thanjavur,Dharmapuri,Non-AC,04:51
56D,Ramanathapuram,Vellore,Government,04:29
90C,Salem,Cuddalore,Government,09:54
97C,Tiruchirappalli,Karur,Private,04:46
24D,Tiruvallur,Coimbatore,Non-AC,18:25
13B,Ariyalur,Tirunelveli,AC,12:27
94A,Tiruchirappalli,Ariyalur,Government,01:31
96C,Kanchipuram,Virudhunagar,Government,22:37
34A,Tiruppur,Tiruchirappalli,AC,11:58
29B,Thanjavur,Salem,Non-AC,16:04
13D,Thoothukudi,Salem,Non-AC,08:35
1D,Tiruppur,Cuddalore,Government,13:16
13B,Erode,Madurai,AC,09:40
78B,Ramanathapuram,Kanchipuram,Government,13:53
99C,Namakkal,Tirunelveli,Express,16:07
7A,Chennai,Namakkal,Express,23:14
69C,Nagercoil,Tirunelveli,Non-AC,19:48
35A,Karur,Nagercoil,Non-AC,17:46
77C,Ramanathapuram,Chennai,Government,22:32
42C,Kanchipuram,Virudhunagar,Private,04:15
16D,Namakkal,Tiruvannamalai,AC,10:47
86A,Perambalur,Chennai,AC,08:57
97D,Perambalur,Erode,Government,17:48
24C,Nagercoil,Pudukkottai,Government,14:07
1A,Tiruvannamalai,Nagercoil,Non-AC,14:11
24A,Ariyalur,Tirunelveli,Express,20:48
65B,Cuddalore,Krishnagiri,Private,22:08
3A,Tiruvallur,Perambalur,Non-AC,16:21
18B,Sivakasi,Virudhunagar,Non-AC,12:30
40A,Madurai,Salem,Government,09:35
40C,Nagercoil,Tiruvannamalai,Express,19:34
79C,Kanchipuram,Karur,AC,05:18
54C,Erode,Namakkal,Private,17:59
11B,Tiruvannamalai,Namakkal,Private,00:35
83C,Nagapattinam,Hosur,Express,16:43
61B,Ariyalur,Erode,Non-AC,20:52
3A,Tiruchirappalli,Nagercoil,AC,06:09
41A,Hosur,Tiruchirappalli,Non-AC,15:23
23D,Nagercoil,Cuddalore,AC,13:54
64B,Pudukkottai,Madurai,Government,21:05
63D,Nagercoil,Namakkal,Private,09:31
25D,Tiruvannamalai,Vellore,Non-AC,14:07
41C,Salem,Thoothukudi,AC,16:40
71A,Tirunelveli,Salem,Non-AC,00:02
35B,Namakkal,Karur,Private,19:46
36D,Tiruvannamalai,Karur,AC,13:38
68A,Salem,Tiruvallur,Government,22:05
67A,Nagapattinam,Kanchipuram,AC,01:40
73B,Nagercoil,Dindigul,AC,17:41
95B,Coimbatore,Vellore,Government,07:56
17B,Pudukkottai,Dindigul,Non-AC,11:35
73A,Salem,Krishnagiri,Private,07:37
53A,Cuddalore,Kanchipuram,Non-AC,02:10
68B,Sivakasi,Pudukkottai,Government,06:15
95A,Salem,Tiruchirappalli,Private,04:36
58D,Dindigul,Tiruvallur,Express,03:13
98D,Hosur,Ariyalur,Express,01:49
7C,Thanjavur,Virudhunagar,Government,23:00
91C,Coimbatore,Tirunelveli,AC,08:24
5A,Tiruppur,Dharmapuri,AC,15:20
72A,Vellore,Tiruvallur,Government,07:44
60C,Kanchipuram,Tirunelveli,Government,12:09
17A,Coimbatore,Vellore,Private,00:58
88D,Namakkal,Ramanathapuram,Government,12:53
83B,Tirunelveli,Nagapattinam,Private,09:01
22A,Vellore,Dindigul,Non-AC,04:19
20B,Chennai,Dindigul,Non-AC,10:04
93C,Erode,Tiruvannamalai,Government,21:29
33B,Thoothukudi,Nagercoil,Non-AC,10:29
44C,Chennai,Salem,Express,05:34
94B,Tiruchirappalli,Virudhunagar,Private,12:03
16C,Kanchipuram,Virudhunagar,Express,22:01
60A,Thanjavur,Perambalur,Government,21:29
69A,Namakkal,Erode,AC,08:09
60C,Ariyalur,Ramanathapuram,Non-AC,02:56
39C,Dindigul,Krishnagiri,Express,23:06
77A,Dharmapuri,Tiruvannamalai,Government,08:51
4D,Tirunelveli,Coimbatore,Private,18:54
71C,Namakkal,Nagapattinam,Private,16:05
9C,Perambalur,Tiruvallur,Private,06:44
52A,Hosur,Thanjavur,Private,23:21
38A,Erode,Sivakasi,Government,01:26
9C,Tiruppur,Krishnagiri,Private,08:07
72D,Thanjavur,Cuddalore,Government,01:46
28B,Tiruvannamalai,Ramanathapuram,Private,01:13
36C,Salem,Erode,Government,23:05
95D,Dindigul,Perambalur,Non-AC,10:00
14B,Salem,Coimbatore,Private,14:40
1C,Namakkal,Tiruvallur,Private,18:51
49D,Thanjavur,Pudukkottai,Private,01:30
60A,Hosur,Thanjavur,Non-AC,04:49
24C,Dharmapuri,Kanchipuram,AC,05:16
12A,Nagapattinam,Namakkal,Express,22:56
58C,Thanjavur,Virudhunagar,AC,04:14
14A,Virudhunagar,Krishnagiri,Express,05:00
70B,Hosur,Salem,Government,06:20
3D,Dharmapuri,Nagapattinam,Government,15:45
98C,Ramanathapuram,Tiruvannamalai,Government,19:37
6D,Chennai,Salem,AC,07:35
49A,Tiruvallur,Perambalur,Express,22:39
84A,Tiruchirappalli,Krishnagiri,AC,14:32
52A,Nagercoil,Ramanathapuram,Government,00:15
29C,Sivakasi,Thoothukudi,Government,05:25
79C,Krishnagiri,Ramanathapuram,Government,16:04
88C,Pudukkottai,Krishnagiri,Private,07:20
26C,Namakkal,Krishnagiri,AC,14:52
7D,Thoothukudi,Coimbatore,Private,16:52
12C,Pudukkottai,Salem,Express,05:03
30C,Krishnagiri,Erode,Express,13:44
24A,Chennai,Vellore,Government,13:02
11C,Coimbatore,Pudukkottai,AC,11:31
38B,Erode,Karur,Express,06:11
66C,Namakkal,Ariyalur,Non-AC,23:20
44B,Madurai,Salem,Private,14:59
44A,Dindigul,Coimbatore,Non-AC,01:56
58B,Dharmapuri,Sivakasi,Non-AC,06:17
56D,Erode,Krishnagiri,Express,19:53
98C,Krishnagiri,Kanchipuram,AC,08:46
75B,Nagapattinam,Sivakasi,Non-AC,06:06
52C,Karur,Tiruppur,Private,03:15
43D,Cuddalore,Tiruppur,Government,05:29
62C,Virudhunagar,Pudukkottai,Private,05:44
95C,Chennai,Pudukkottai,Government,01:53
35C,Salem,Virudhunagar,Private,14:17
98B,Nagapattinam,Vellore,Non-AC,16:48
32D,Dharmapuri,Ramanathapuram,AC,18:04
41B,Salem,Tiruppur,AC,21:56
2C,Karur,Tiruchirappalli,Non-AC,03:56
33B,Erode,Salem,AC,02:22
95C,Tiruvallur,Tiruvannamalai,AC,00:05
97B,Thanjavur,Erode,AC,23:12
80C,Ramanathapuram,Tiruppur,AC,13:55
42D,Nagapattinam,Madurai,Private,02:57
56D,Hosur,Thanjavur,Express,05:20
10C,Dindigul,Thoothukudi,Express,06:56
91D,Salem,Thoothukudi,Non-AC,22:56
69C,Ariyalur,Tiruvallur,Non-AC,02:00
98C,Dharmapuri,Tiruvannamalai,Private,13:39
17B,Vellore,Tiruvannamalai,Private,21:41
84C,Karur,Perambalur,Private,02:35
83D,Tiruvallur,Pudukkottai,AC,06:58
25B,Cuddalore,Erode,Government,10:15
55A,Ariyalur,Salem,Express,22:17
38A,Erode,Dharmapuri,Non-AC,10:41
82C,Ramanathapuram,Madurai,AC,04:05
96A,Tiruchirappalli,Tiruvallur,Private,08:09
22A,Namakkal,Tiruvallur,Express,19:14
59C,Hosur,Ariyalur,Express,08:57
38A,Vellore,Erode,Express,00:46
49D,Salem,Sivakasi,Express,15:42
9B,Thoothukudi,Chennai,Government,23:54
73B,Tiruppur,Tirunelveli,AC,16:31
92D,Karur,Dharmapuri,AC,12:11
83A,Tiruvannamalai,Ariyalur,Express,12:47
68C,Cuddalore,Dharmapuri,Non-AC,10:28
65B,Chennai,Nagercoil,Express,20:52
39B,Krishnagiri,Erode,Government,07:55
66C,Virudhunagar,Nagapattinam,Private,10:53
81C,Tiruvannamalai,Madurai,Private,14:01
46B,Pudukkottai,Nagapattinam,Government,17:35
4D,Thanjavur,Tiruchirappalli,Non-AC,00:38
91C,Nagercoil,Erode,AC,22:55
87A,Tirunelveli,Thanjavur,AC,00:47
7A,Tiruvallur,Karur,AC,08:52
10D,Madurai,Krishnagiri,Non-AC,05:01
66B,Coimbatore,Ariyalur,Non-AC,17:32
63A,Cuddalore,Pudukkottai,Government,06:56
93A,Dharmapuri,Sivakasi,Express,03:45
81A,Ariyalur,Krishnagiri,Express,03:42
40B,Chennai,Tiruchirappalli,Private,03:18
61D,Hosur,Thanjavur,AC,19:52
68D,Nagapattinam,Perambalur,Non-AC,21:48
65C,Tiruvallur,Cuddalore,Express,19:23
60C,Dindigul,Thanjavur,Non-AC,09:34
3A,Thanjavur,Tiruvallur,Government,11:12
15C,Thanjavur,Cuddalore,Government,07:42
84D,Tiruvallur,Ramanathapuram,AC,22:00
96A,Nagapattinam,Tiruvallur,Government,16:46
68A,Tiruvannamalai,Erode,Government,18:57
65C,Coimbatore,Thoothukudi,Government,16:44
92A,Karur,Madurai,Private,17:41
28C,Dindigul,Cuddalore,Non-AC,07:43
34B,Cuddalore,Ariyalur,Non-AC,01:02
65A,Tiruppur,Namakkal,Government,07:30
12B,Namakkal,Perambalur,Express,00:54
89A,Kanchipuram,Sivakasi,Private,08:43
42A,Salem,Coimbatore,AC,21:23
73B,Tiruvannamalai,Thoothukudi,Non-AC,10:20
63B,Sivakasi,Tiruchirappalli,Express,10:15
35D,Virudhunagar,Ramanathapuram,AC,10:29
86B,Tiruvallur,Chennai,AC,08:53
89B,Thoothukudi,Dharmapuri,Government,18:18
3B,Tiruppur,Chennai,Express,05:03
11B,Dindigul,Tiruppur,Express,20:19
12B,Dharmapuri,Perambalur,Non-AC,21:46
89A,Hosur,Madurai,AC,20:00
74C,Hosur,Perambalur,Non-AC,01:45
50C,Sivakasi,Perambalur,Private,12:36
30C,Hosur,Nagapattinam,Private,17:49
42D,Tiruppur,Erode,Express,13:20
7D,Thanjavur,Madurai,AC,20:43
65D,Thanjavur,Krishnagiri,Express,04:40
82A,Kanchipuram,Dharmapuri,Government,13:26
66B,Dindigul,Tiruvallur,Private,17:11
52D,Ariyalur,Thoothukudi,Private,07:05
99D,Dharmapuri,Karur,AC,11:18
79D,Salem,Thanjavur,Express,11:10
20A,Nagapattinam,Dindigul,Express,20:59
86D,Ramanathapuram,Dharmapuri,Private,23:55
64A,Tiruvannamalai,Ariyalur,Government,19:29
25B,Madurai,Salem,Private,00:31
5C,Nagercoil,Ariyalur,Government,21:52
58D,Chennai,Kanchipuram,Private,00:07
90C,Hosur,Ramanathapuram,Express,05:40
17C,Erode,Tirunelveli,AC,08:28
71B,Nagercoil,Thanjavur,Government,14:01
37A,Coimbatore,Hosur,Private,17:48
7D,Hosur,Kanchipuram,Private,03:41
83C,Thoothukudi,Sivakasi,Private,00:58
83C,Ramanathapuram,Tiruppur,Government,03:43
35C,Thanjavur,Nagercoil,Private,03:49
94D,Karur,Dindigul,AC,05:14
90A,Tiruchirappalli,Coimbatore,Express,20:47
41A,Tiruchirappalli,Sivakasi,Government,11:34
49B,Krishnagiri,Chennai,Non-AC,05:04
88C,Nagapattinam,Tiruppur,Express,11:03
87A,Namakkal,Nagercoil,Non-AC,02:02
45A,Erode,Virudhunagar,AC,14:51
